client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
72d3fc6643fbf91a40dcfe12bca817bee42ac724706fd04638d0ca56a5b1d3f2a28d2d3712b44708d0e32839658b482a132596df5c928984fc83c550bdeca8f7	common_voice_id_19051303.mp3	Apa kamu mengenal salah satu dari anak-anak di ruangan ini?	0	2				id	
25dff0831f072ad7bc1a419bab0ed2709403070737754080858a732fc080f57207db30c143bae3c0902fad4575700a499598e3af0492d26d4f49065aad30368f	common_voice_id_19056656.mp3	Sampah-sampah di halaman rumah itu telah dibersihkan.	0	2	twenties	male		id	
25dff0831f072ad7bc1a419bab0ed2709403070737754080858a732fc080f57207db30c143bae3c0902fad4575700a499598e3af0492d26d4f49065aad30368f	common_voice_id_19056663.mp3	Dia menunjukkan maksudnya yang sebenarnya.	1	2	twenties	male		id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19059457.mp3	Kakak perempuan Pak Kimura orang yang sangat cantik.	1	2				id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19059474.mp3	Aku harap kau berada dekat denganku.	1	2				id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19059502.mp3	Saya bisa menulis huruf kanji.	1	2				id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19059542.mp3	Kereta ini pergi ke Tokyo.	1	2				id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19061987.mp3	Saya akan memanggil satu taksi.	0	2				id	
8eb6a0f8aa447f1ea0fc2c8c57f6b88bb6027c5368e8d3b24a1503634fbace0c7eb7eb677ce816cd797fe8a1d3cd4d1c2700038113b7afa4d8e6c9a3d32dece3	common_voice_id_19062046.mp3	Ia benar-benar punya selera humor yang rendah.	1	2				id	
25dff0831f072ad7bc1a419bab0ed2709403070737754080858a732fc080f57207db30c143bae3c0902fad4575700a499598e3af0492d26d4f49065aad30368f	common_voice_id_19062354.mp3	Aku tidak tahu apakah besok akan hujan.	0	2	twenties	male		id	
